_id,co_mun,no_mun,ano,variavel,social_categoria,social_subcategoria,valor
2848,2704609,Maravilha,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3361.8
2849,2704609,Maravilha,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,2949.0
2850,2704609,Maravilha,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,10291265.0
2851,2704708,Marechal Deodoro,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,831.24
2852,2704708,Marechal Deodoro,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,2828.0
2853,2704708,Marechal Deodoro,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2044123.0
2854,2704708,Marechal Deodoro,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,804.28
2855,2704708,Marechal Deodoro,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,4167.0
2856,2704708,Marechal Deodoro,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2578332.0
2857,2704708,Marechal Deodoro,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,784.47
2858,2704708,Marechal Deodoro,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,4919.0
2859,2704708,Marechal Deodoro,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3692284.0
2860,2704708,Marechal Deodoro,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,879.51
2861,2704708,Marechal Deodoro,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,4903.0
2862,2704708,Marechal Deodoro,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4323701.0
2863,2704708,Marechal Deodoro,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1066.27
2864,2704708,Marechal Deodoro,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,4689.0
2865,2704708,Marechal Deodoro,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5152428.0
2866,2704708,Marechal Deodoro,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1180.52
2867,2704708,Marechal Deodoro,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,5624.0
2868,2704708,Marechal Deodoro,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,6095060.0
2869,2704708,Marechal Deodoro,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1227.78
2870,2704708,Marechal Deodoro,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,6258.0
2871,2704708,Marechal Deodoro,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7760370.0
2872,2704708,Marechal Deodoro,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1395.56
2873,2704708,Marechal Deodoro,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,6459.0
2874,2704708,Marechal Deodoro,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8969453.0
2875,2704708,Marechal Deodoro,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1703.96
2876,2704708,Marechal Deodoro,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,6712.0
2877,2704708,Marechal Deodoro,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,11224864.0
2878,2704708,Marechal Deodoro,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2292.72
2879,2704708,Marechal Deodoro,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,6601.0
2880,2704708,Marechal Deodoro,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,15143814.0
2881,2704708,Marechal Deodoro,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2393.47
2882,2704708,Marechal Deodoro,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,6841.0
2883,2704708,Marechal Deodoro,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,16169871.0
2884,2704708,Marechal Deodoro,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2372.01
2885,2704708,Marechal Deodoro,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,6691.0
2886,2704708,Marechal Deodoro,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,15792500.0
2887,2704708,Marechal Deodoro,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2291.3
2888,2704708,Marechal Deodoro,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,6580.0
2889,2704708,Marechal Deodoro,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,14729883.0
2890,2704708,Marechal Deodoro,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2375.96
2891,2704708,Marechal Deodoro,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,6884.0
2892,2704708,Marechal Deodoro,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,15458333.0
2893,2704708,Marechal Deodoro,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2395.55
2894,2704708,Marechal Deodoro,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,7166.0
2895,2704708,Marechal Deodoro,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,16649378.0
2896,2704708,Marechal Deodoro,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2434.25
2897,2704708,Marechal Deodoro,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,6860.0
2898,2704708,Marechal Deodoro,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,17185772.0
2899,2704708,Marechal Deodoro,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,759.38
2900,2704708,Marechal Deodoro,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,7110.0
2901,2704708,Marechal Deodoro,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5217681.0
2902,2704708,Marechal Deodoro,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1200.02
2903,2704708,Marechal Deodoro,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,7085.0
2904,2704708,Marechal Deodoro,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8473288.0
2905,2704708,Marechal Deodoro,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3456.66
2906,2704708,Marechal Deodoro,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,9394.0
2907,2704708,Marechal Deodoro,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,32837268.0
2908,2704807,Maribondo,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,914.97
2909,2704807,Maribondo,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,1138.0
2910,2704807,Maribondo,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,813049.0
2911,2704807,Maribondo,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,847.81
2912,2704807,Maribondo,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,1457.0
2913,2704807,Maribondo,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1105531.0
2914,2704807,Maribondo,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,805.74
2915,2704807,Maribondo,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,2093.0
2916,2704807,Maribondo,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1492220.0
2917,2704807,Maribondo,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,860.31
2918,2704807,Maribondo,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,2305.0
2919,2704807,Maribondo,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1897432.0
2920,2704807,Maribondo,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1010.1
2921,2704807,Maribondo,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,2212.0
2922,2704807,Maribondo,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2360952.0
2923,2704807,Maribondo,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1099.01
2924,2704807,Maribondo,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,2331.0
2925,2704807,Maribondo,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2630533.0
2926,2704807,Maribondo,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1161.88
2927,2704807,Maribondo,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,2350.0
2928,2704807,Maribondo,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2790574.0
2929,2704807,Maribondo,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1339.05
2930,2704807,Maribondo,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,2332.0
2931,2704807,Maribondo,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3139571.0
2932,2704807,Maribondo,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1457.82
2933,2704807,Maribondo,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,2157.0
2934,2704807,Maribondo,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3220524.0
2935,2704807,Maribondo,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1519.45
2936,2704807,Maribondo,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,2019.0
2937,2704807,Maribondo,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3195368.0
2938,2704807,Maribondo,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1636.02
2939,2704807,Maribondo,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,1962.0
2940,2704807,Maribondo,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3344843.0
2941,2704807,Maribondo,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1731.39
2942,2704807,Maribondo,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,1820.0
2943,2704807,Maribondo,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3219313.0
2944,2704807,Maribondo,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1853.91
2945,2704807,Maribondo,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,1770.0
2946,2704807,Maribondo,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3280557.0
2947,2704807,Maribondo,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1981.69
2948,2704807,Maribondo,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,1844.0
2949,2704807,Maribondo,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3481351.0
2950,2704807,Maribondo,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2067.28
2951,2704807,Maribondo,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,1942.0
2952,2704807,Maribondo,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3870462.0
2953,2704807,Maribondo,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2126.11
2954,2704807,Maribondo,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,1865.0
2955,2704807,Maribondo,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4063005.0
2956,2704807,Maribondo,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,614.36
2957,2704807,Maribondo,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,2016.0
2958,2704807,Maribondo,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1147215.0
2959,2704807,Maribondo,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,951.0
2960,2704807,Maribondo,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,2006.0
2961,2704807,Maribondo,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1909310.0
2962,2704807,Maribondo,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3391.6
2963,2704807,Maribondo,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,2421.0
2964,2704807,Maribondo,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8231323.0
2965,2704906,Mar Vermelho,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,902.42
2966,2704906,Mar Vermelho,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,335.0
2967,2704906,Mar Vermelho,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,264218.0
2968,2704906,Mar Vermelho,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,834.35
2969,2704906,Mar Vermelho,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,346.0
2970,2704906,Mar Vermelho,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,284833.0
2971,2704906,Mar Vermelho,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,800.19
2972,2704906,Mar Vermelho,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,592.0
2973,2704906,Mar Vermelho,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,362044.0
2974,2704906,Mar Vermelho,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,841.23
2975,2704906,Mar Vermelho,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,610.0
2976,2704906,Mar Vermelho,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,504615.0
2977,2704906,Mar Vermelho,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,990.71
2978,2704906,Mar Vermelho,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,602.0
2979,2704906,Mar Vermelho,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,604044.0
2980,2704906,Mar Vermelho,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1068.78
2981,2704906,Mar Vermelho,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,643.0
2982,2704906,Mar Vermelho,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,681885.0
2983,2704906,Mar Vermelho,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1132.46
2984,2704906,Mar Vermelho,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,692.0
2985,2704906,Mar Vermelho,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,771944.0
2986,2704906,Mar Vermelho,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1288.68
2987,2704906,Mar Vermelho,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,688.0
2988,2704906,Mar Vermelho,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,894596.0
2989,2704906,Mar Vermelho,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1715.56
2990,2704906,Mar Vermelho,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,687.0
2991,2704906,Mar Vermelho,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1167144.0
2992,2704906,Mar Vermelho,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2446.5
2993,2704906,Mar Vermelho,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,659.0
2994,2704906,Mar Vermelho,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1647952.0
2995,2704906,Mar Vermelho,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2676.04
2996,2704906,Mar Vermelho,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,691.0
2997,2704906,Mar Vermelho,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1807826.0
2998,2704906,Mar Vermelho,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2918.37
2999,2704906,Mar Vermelho,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,655.0
3000,2704906,Mar Vermelho,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1974464.0
3001,2704906,Mar Vermelho,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3087.9
3002,2704906,Mar Vermelho,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,630.0
3003,2704906,Mar Vermelho,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2118743.0
3004,2704906,Mar Vermelho,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3047.84
3005,2704906,Mar Vermelho,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,696.0
3006,2704906,Mar Vermelho,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2003057.0
3007,2704906,Mar Vermelho,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2818.9
3008,2704906,Mar Vermelho,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,651.0
3009,2704906,Mar Vermelho,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1893253.0
3010,2704906,Mar Vermelho,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2702.64
3011,2704906,Mar Vermelho,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,630.0
3012,2704906,Mar Vermelho,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1738755.0
3013,2704906,Mar Vermelho,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,770.56
3014,2704906,Mar Vermelho,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,671.0
3015,2704906,Mar Vermelho,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,484660.0
3016,2704906,Mar Vermelho,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1379.77
3017,2704906,Mar Vermelho,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,665.0
3018,2704906,Mar Vermelho,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,917544.0
3019,2704906,Mar Vermelho,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3363.79
3020,2704906,Mar Vermelho,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,712.0
3021,2704906,Mar Vermelho,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2423977.0
3022,2705002,Mata Grande,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,849.49
3023,2705002,Mata Grande,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,2342.0
3024,2705002,Mata Grande,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1983347.0
3025,2705002,Mata Grande,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,833.84
3026,2705002,Mata Grande,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,2678.0
3027,2705002,Mata Grande,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1997369.0
3028,2705002,Mata Grande,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,857.71
3029,2705002,Mata Grande,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,3760.0
3030,2705002,Mata Grande,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2858310.0
3031,2705002,Mata Grande,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,920.16
3032,2705002,Mata Grande,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,3813.0
3033,2705002,Mata Grande,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3502704.0
3034,2705002,Mata Grande,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1084.01
3035,2705002,Mata Grande,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,3804.0
3036,2705002,Mata Grande,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4199014.0
3037,2705002,Mata Grande,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1185.05
3038,2705002,Mata Grande,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,3967.0
3039,2705002,Mata Grande,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4716688.0
3040,2705002,Mata Grande,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1269.99
3041,2705002,Mata Grande,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,4027.0
3042,2705002,Mata Grande,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5185323.0
3043,2705002,Mata Grande,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1465.49
3044,2705002,Mata Grande,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,4194.0
3045,2705002,Mata Grande,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,6074348.0
3046,2705002,Mata Grande,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1816.62
3047,2705002,Mata Grande,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,4156.0
3048,2705002,Mata Grande,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7556554.0
3049,2705002,Mata Grande,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2137.14
3050,2705002,Mata Grande,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,4122.0
3051,2705002,Mata Grande,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8713904.0
3052,2705002,Mata Grande,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2143.15
3053,2705002,Mata Grande,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,3918.0
3054,2705002,Mata Grande,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8571978.0
3055,2705002,Mata Grande,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2201.13
3056,2705002,Mata Grande,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,3849.0
3057,2705002,Mata Grande,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8495888.0
3058,2705002,Mata Grande,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2234.79
3059,2705002,Mata Grande,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,3727.0
3060,2705002,Mata Grande,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8536906.0
3061,2705002,Mata Grande,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2339.6
3062,2705002,Mata Grande,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,3762.0
3063,2705002,Mata Grande,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8639194.0
3064,2705002,Mata Grande,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2383.07
3065,2705002,Mata Grande,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,3630.0
3066,2705002,Mata Grande,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8826915.0
3067,2705002,Mata Grande,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2436.76
3068,2705002,Mata Grande,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,3411.0
3069,2705002,Mata Grande,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8586372.0
3070,2705002,Mata Grande,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,720.91
3071,2705002,Mata Grande,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,3573.0
3072,2705002,Mata Grande,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2463397.0
3073,2705002,Mata Grande,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1243.25
3074,2705002,Mata Grande,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,3748.0
3075,2705002,Mata Grande,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4572744.0
3076,2705002,Mata Grande,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3469.12
3077,2705002,Mata Grande,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,4229.0
3078,2705002,Mata Grande,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,14581911.0
3079,2705101,Matriz de Camaragibe,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,911.61
3080,2705101,Matriz de Camaragibe,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,2135.0
3081,2705101,Matriz de Camaragibe,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1257402.0
3082,2705101,Matriz de Camaragibe,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,836.89
3083,2705101,Matriz de Camaragibe,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,2293.0
3084,2705101,Matriz de Camaragibe,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1835982.0
3085,2705101,Matriz de Camaragibe,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,769.01
3086,2705101,Matriz de Camaragibe,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,2362.0
3087,2705101,Matriz de Camaragibe,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1814676.0
3088,2705101,Matriz de Camaragibe,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,836.36
3089,2705101,Matriz de Camaragibe,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,2207.0
3090,2705101,Matriz de Camaragibe,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1858458.0
3091,2705101,Matriz de Camaragibe,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,996.23
3092,2705101,Matriz de Camaragibe,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,2662.0
3093,2705101,Matriz de Camaragibe,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2427371.0
3094,2705101,Matriz de Camaragibe,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1109.81
3095,2705101,Matriz de Camaragibe,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,3515.0
3096,2705101,Matriz de Camaragibe,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3560106.0
